display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,page_type,side,belligerent,old_outcome_category,new_outcome_category,page_result_type,page_result_raw,override_justification,override_evidence_basis
Lionel Dunsterville,https://en.wikipedia.org/wiki/Lionel_Dunsterville,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,war_conflict_article,side_a,Allied Powers:Russian Empire White movement First Czechoslovak Republic Czechoslovak Legion (1918–1919) United Kingdom of Great Britain and Ireland (1918–1920) Canada (1918–1919) Australia (1918–1919) British Raj Union of South Africa Empire of Japan United States (1918–1920) French Third Republic (1918–1920) Second Polish Republic Kingdom of Greece Estonia Kingdom of Romania Kingdom of Serbia Kingdom of Italy Ukrainian People's Republic (1918–1921),unknown,defeat,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Bolshevik victory
Leon Trotsky,https://en.wikipedia.org/wiki/Leon_Trotsky,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,war_conflict_article,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory
Jukums Vācietis,https://en.wikipedia.org/wiki/Jukums_V%C4%81cietis,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,war_conflict_article,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory
Sergey Kamenev,https://en.wikipedia.org/wiki/Sergey_Kamenev,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,war_conflict_article,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory
Mikhail Tukhachevsky,https://en.wikipedia.org/wiki/Mikhail_Tukhachevsky,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,war_conflict_article,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory
Mikhail Frunze,https://en.wikipedia.org/wiki/Mikhail_Frunze,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,war_conflict_article,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory
Semyon Budyonny,https://en.wikipedia.org/wiki/Semyon_Budyonny,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,war_conflict_article,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory
Hubert Gough,https://en.wikipedia.org/wiki/Hubert_Gough,battle_5060080,Battle of Poelcappelle,Battle of Poelcappelle,battle_article,side_a,British Empire Australia Newfoundland UKGBI French Third Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
François Anthoine,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Anthoine,battle_5060080,Battle of Poelcappelle,Battle of Poelcappelle,battle_article,side_a,British Empire Australia Newfoundland UKGBI French Third Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Erich Ludendorff,https://en.wikipedia.org/wiki/Erich_Ludendorff,battle_5060080,Battle of Poelcappelle,Battle of Poelcappelle,battle_article,side_b,23px German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,battle_5060080,Battle of Poelcappelle,Battle of Poelcappelle,battle_article,side_b,23px German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Friedrich Sixt von Armin,https://en.wikipedia.org/wiki/Friedrich_Sixt_von_Armin,battle_5060080,Battle of Poelcappelle,Battle of Poelcappelle,battle_article,side_b,23px German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Robert Nivelle,https://en.wikipedia.org/wiki/Robert_Nivelle,battle_24557325,Battle of the Hills,Battle of the Hills,battle_article,side_a,French Third Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Philippe Pétain,https://en.wikipedia.org/wiki/Philippe_P%C3%A9tain,battle_24557325,Battle of the Hills,Battle of the Hills,battle_article,side_a,French Third Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
François Anthoine,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Anthoine,battle_24557325,Battle of the Hills,Battle of the Hills,battle_article,side_a,French Third Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Erich Ludendorff,https://en.wikipedia.org/wiki/Erich_Ludendorff,battle_24557325,Battle of the Hills,Battle of the Hills,battle_article,side_b,German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
"Wilhelm, German Crown Prince",https://en.wikipedia.org/wiki/Wilhelm%2C_German_Crown_Prince,battle_24557325,Battle of the Hills,Battle of the Hills,battle_article,side_b,German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Robert Nivelle,https://en.wikipedia.org/wiki/Robert_Nivelle,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_a,French Third Republic Russian Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Louis Franchet d'Espèrey,https://en.wikipedia.org/wiki/Louis_Franchet_d%27Esp%C3%A8rey,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_a,French Third Republic Russian Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Philippe Pétain,https://en.wikipedia.org/wiki/Philippe_P%C3%A9tain,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_a,French Third Republic Russian Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Charles Mangin,https://en.wikipedia.org/wiki/Charles_Mangin,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_a,French Third Republic Russian Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
François Anthoine,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Anthoine,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_a,French Third Republic Russian Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Erich Ludendorff,https://en.wikipedia.org/wiki/Erich_Ludendorff,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_b,German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
"Wilhelm, German Crown Prince",https://en.wikipedia.org/wiki/Wilhelm%2C_German_Crown_Prince,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_b,German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Max von Boehn,https://en.wikipedia.org/wiki/Max_von_Boehn_(general),battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_b,German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Fritz von Below,https://en.wikipedia.org/wiki/Fritz_von_Below,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,battle_article,side_b,German Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Jukums Vācietis,https://en.wikipedia.org/wiki/Jukums_V%C4%81cietis,battle_2218330,Left SR uprising,Left SR uprising,battle_article,side_b,Socialist red flag.svg Bolsheviks,unknown,victory,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory
Friedrich Freiherr Kress von Kressenstein,https://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein,battle_3384189,Sochi conflict,Sochi conflict,war_conflict_article,side_a,Georgia Georgia აფხაზთა სახალხო საბჭო Military support: German Empire Darker_green_and_Black_flag.svg Green armies,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Józef Piłsudski,https://en.wikipedia.org/wiki/J%C3%B3zef_Pi%C5%82sudski,battle_1368339,Soviet westward offensive of 1918–1919,Soviet westward offensive of 1918–1919,war_conflict_article,side_a,"Russia White Movement Estonia Estonia Latvia Flag of Lithuania (1918-1940).svg Lithuania Belarusian People's Republic Belarus Second Polish Republic Poland Kingdom of Romania Flag of Ukraine (1917–1921).svg Ukraine French Third Republic United Kingdom of Great Britain and Ireland German Empire Ober Ost Finnish, Danish, and Swedish volunteers",unknown,defeat,victory,Soviet victory in Eastern Belorussia Start of the Polish Soviet War Soviet defeat in the Baltic states,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory in Eastern Belorussia Start of the Polish Soviet War Soviet defeat in the Baltic states
Max Hoffmann,https://en.wikipedia.org/wiki/Max_Hoffmann,battle_1368339,Soviet westward offensive of 1918–1919,Soviet westward offensive of 1918–1919,war_conflict_article,side_a,"Russia White Movement Estonia Estonia Latvia Flag of Lithuania (1918-1940).svg Lithuania Belarusian People's Republic Belarus Second Polish Republic Poland Kingdom of Romania Flag of Ukraine (1917–1921).svg Ukraine French Third Republic United Kingdom of Great Britain and Ireland German Empire Ober Ost Finnish, Danish, and Swedish volunteers",unknown,defeat,victory,Soviet victory in Eastern Belorussia Start of the Polish Soviet War Soviet defeat in the Baltic states,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory in Eastern Belorussia Start of the Polish Soviet War Soviet defeat in the Baltic states
Jukums Vācietis,https://en.wikipedia.org/wiki/Jukums_V%C4%81cietis,battle_1368339,Soviet westward offensive of 1918–1919,Soviet westward offensive of 1918–1919,war_conflict_article,side_b,Russian SFSR Flag of the Commune of the Working People of Estonia.svg Soviet Estonia Flag of Latvian SSR (1918-1920).svg Soviet Latvia Flag of the Lithuanian-Byelorussian SSR.svg Lithuanian-Byelorussian SSR Socialist red flag.svg Provisional Polish Revolutionary Committee Flag of the Ukrainian Soviet Socialist Republic (1919–1929).svg Ukrainian SSR Socialist red flag.svg Finnish Red GuardsThomas Boltowsky 2019,unknown,victory,victory,Soviet victory in Eastern Belorussia Start of the Polish Soviet War Soviet defeat in the Baltic states,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory in Eastern Belorussia Start of the Polish Soviet War Soviet defeat in the Baltic states
Nikolai Yudenich,https://en.wikipedia.org/wiki/Nikolai_Yudenich,battle_64656825,Battle of Petrograd,Battle of Petrograd,battle_article,side_a,Russia Northwest Russia Estonia British Empire Ingria North Ingria Finland,victory,defeat,victory,Soviet victory Red Army defends Petrograd from the White Army Dissolution of the Northwest Army,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory Red Army defends Petrograd from the White Army Dissolution of the Northwest Army
Mikhail Frunze,https://en.wikipedia.org/wiki/Mikhail_Frunze,battle_81447178,Khiva operation (1919-1920),Khiva operation (1919-1920),operation_article,side_a,Russian SFSR Young Khivans,unknown,victory,victory,Soviet victory Fall of the Khanate of Khiva,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory Fall of the Khanate of Khiva
Henri Gouraud,https://en.wikipedia.org/wiki/Henri_Gouraud,battle_34900933,1920 capture of Damascus,1920 capture of Damascus,battle_article,side_a,French Third Republic France,unknown,victory,victory,French victory End of the Franco-Syrian War Arab Kingdom of Syria disestablished,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victory End of the Franco-Syrian War Arab Kingdom of Syria disestablished
Faisal bin Hussein,https://en.wikipedia.org/wiki/Faisal_I,battle_34900933,1920 capture of Damascus,1920 capture of Damascus,battle_article,side_b,22px Syrian rebels,unknown,defeat,victory,French victory End of the Franco-Syrian War Arab Kingdom of Syria disestablished,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victory End of the Franco-Syrian War Arab Kingdom of Syria disestablished
August Kork,https://en.wikipedia.org/wiki/August_Kork,battle_35740641,Battle of Głębokie,Battle of Głębokie,battle_article,side_b,Russian SFSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Ali Fuat Cebesoy,https://en.wikipedia.org/wiki/Ali_Fuat_Cebesoy,battle_35584358,Battle of the Gediz,Battle of the Gediz,battle_article,side_b,Ottoman Empire Ankara Government Ottoman Empire Kuva-yi Milliye,unknown,indecisive,unknown,Inconclusive Greek forces later evacuate the Gediz and retreat to their winter bases Turkish forces enter the Gediz,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Greek forces later evacuate the Gediz and retreat to their winter bases Turkish forces enter the Gediz
Henri Gouraud,https://en.wikipedia.org/wiki/Henri_Gouraud,battle_6572437,Franco-Syrian War,Franco-Syrian War,war_conflict_article,side_a,French Third Republic Lebanon Lebanon French Third Republic West Africa,unknown,victory,victory,French victory Establishment of French Syria King Faisal expelled to Iraq,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victory Establishment of French Syria King Faisal expelled to Iraq
Faisal bin Hussein,https://en.wikipedia.org/wiki/Faisal_I,battle_6572437,Franco-Syrian War,Franco-Syrian War,war_conflict_article,side_b,Flag of Kingdom of Syria (1920-03-08 to 1920-07-24).svg Syrian Arab Kingdom,unknown,defeat,victory,French victory Establishment of French Syria King Faisal expelled to Iraq,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victory Establishment of French Syria King Faisal expelled to Iraq
Sergey Kamenev,https://en.wikipedia.org/wiki/Sergey_Kamenev,battle_11763439,East Karelian uprising,East Karelian uprising,battle_article,side_b,RSFSR Russian SFSR Karelian Labor Commune,unknown,victory,victory,Soviet victory End of the Heimosodat,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory End of the Heimosodat
Ma Zhongying,https://en.wikipedia.org/wiki/Ma_Zhongying,battle_27747302,Battle of Tutung,Battle of Tutung,battle_article,side_a,Republic of China China,unknown,indecisive,unknown,Inconclusive Chinese withdrawal,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Chinese withdrawal
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_27997386,Islamic rebellion in Xinjiang (1937),Islamic rebellion in Xinjiang (1937),war_conflict_article,side_b,Flag of the People's Anti-Imperialist Association.svg Xinjiang clique Soviet Union,unknown,defeat,victory,Provincial government victory,Retained page result states provincial government victory while Stalin is attached to the Soviet-backed opposing side.,page_result_raw=Provincial government victory
Heinz Guderian,https://en.wikipedia.org/wiki/Heinz_Guderian,battle_1236114,Battle of Kobryń,Battle of Kobryń,battle_article,side_a,Nazi Germany,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
James Somerville,https://en.wikipedia.org/wiki/James_Somerville,battle_840266,Battle of Cape Spartivento,Battle of Cape Spartivento,battle_article,side_a,United Kingdom,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Inigo Campioni,https://en.wikipedia.org/wiki/Inigo_Campioni,battle_840266,Battle of Cape Spartivento,Battle of Cape Spartivento,battle_article,side_b,Fascist Italy (1922–1943),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Angelo Iachino,https://en.wikipedia.org/wiki/Angelo_Iachino,battle_840266,Battle of Cape Spartivento,Battle of Cape Spartivento,battle_article,side_b,Fascist Italy (1922–1943),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Yakov Cherevichenko,https://en.wikipedia.org/wiki/Yakov_Cherevichenko,battle_1634174,Battle of Rostov (1941),Battle of Rostov (1941),battle_article,side_a,Soviet Union,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_1634174,Battle of Rostov (1941),Battle of Rostov (1941),battle_article,side_b,Nazi Germany Kingdom of Romania Slovak Republic (1939–1945) Slovakia,unknown,defeat,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory
Walter von Reichenau,https://en.wikipedia.org/wiki/Walter_von_Reichenau,battle_1634174,Battle of Rostov (1941),Battle of Rostov (1941),battle_article,side_b,Nazi Germany Kingdom of Romania Slovak Republic (1939–1945) Slovakia,unknown,defeat,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory
Paul Ludwig Ewald von Kleist,https://en.wikipedia.org/wiki/Paul_Ludwig_Ewald_von_Kleist,battle_1634174,Battle of Rostov (1941),Battle of Rostov (1941),battle_article,side_b,Nazi Germany Kingdom of Romania Slovak Republic (1939–1945) Slovakia,unknown,defeat,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory
Philip Vian,https://en.wikipedia.org/wiki/Philip_Vian,battle_3019772,First Battle of Sirte,First Battle of Sirte,battle_article,side_a,United Kingdom Australia Netherlands Netherlands,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Angelo Iachino,https://en.wikipedia.org/wiki/Angelo_Iachino,battle_3019772,First Battle of Sirte,First Battle of Sirte,battle_article,side_b,Fascist Italy (1922-1943),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Ettore Bastico,https://en.wikipedia.org/wiki/Ettore_Bastico,battle_1067633,Battle of Gazala,Battle of Gazala,battle_article,side_a,Kingdom of Italy Nazi Germany,unknown,defeat,victory,Axis victory,Retained page result begins with `axis` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Axis victory
Erwin Rommel,https://en.wikipedia.org/wiki/Erwin_Rommel,battle_1067633,Battle of Gazala,Battle of Gazala,battle_article,side_a,Kingdom of Italy Nazi Germany,unknown,defeat,victory,Axis victory,Retained page result begins with `axis` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Axis victory
Walther Nehring,https://en.wikipedia.org/wiki/Walther_Nehring,battle_1067633,Battle of Gazala,Battle of Gazala,battle_article,side_a,Kingdom of Italy Nazi Germany,unknown,defeat,victory,Axis victory,Retained page result begins with `axis` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Axis victory
Albert Kesselring,https://en.wikipedia.org/wiki/Albert_Kesselring,battle_1067633,Battle of Gazala,Battle of Gazala,battle_article,side_a,Kingdom of Italy Nazi Germany,unknown,defeat,victory,Axis victory,Retained page result begins with `axis` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Axis victory
Claude Auchinleck,https://en.wikipedia.org/wiki/Claude_Auchinleck,battle_1067633,Battle of Gazala,Battle of Gazala,battle_article,side_b,United Kingdom British India Union of South Africa Free French Forces Supported by: United StatesA volunteer squadron of three M3 Grants from the American 1st Armored Division under Major Henry Cabot Lodge Jr. were placed under British command and achieved a number of victories during fighting near Acroma on 11 June.Yeide 2006 Time recorded these as the first Americans to engage German land forces in the war.Time 1942,unknown,victory,victory,Axis victory,Retained page result begins with `axis` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Axis victory
Neil Ritchie,https://en.wikipedia.org/wiki/Neil_Ritchie,battle_1067633,Battle of Gazala,Battle of Gazala,battle_article,side_b,United Kingdom British India Union of South Africa Free French Forces Supported by: United StatesA volunteer squadron of three M3 Grants from the American 1st Armored Division under Major Henry Cabot Lodge Jr. were placed under British command and achieved a number of victories during fighting near Acroma on 11 June.Yeide 2006 Time recorded these as the first Americans to engage German land forces in the war.Time 1942,unknown,victory,victory,Axis victory,Retained page result begins with `axis` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Axis victory
Shōjirō Iida,https://en.wikipedia.org/wiki/Sh%C5%8Djir%C5%8D_Iida,battle_23676793,Battle of Pegu,Battle of Pegu,battle_article,side_b,Empire of Japan Japan,unknown,victory,victory,Japanese victory British retreat continued,Retained page result begins with `japanese` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Japanese victory British retreat continued
Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_a,Soviet Union,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_a,Soviet Union,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Vasily Sokolovsky,https://en.wikipedia.org/wiki/Vasily_Sokolovsky,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_a,Soviet Union,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Dmitry Lelyushenko,https://en.wikipedia.org/wiki/Dmitry_Lelyushenko,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_a,Soviet Union,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Günther von Kluge,https://en.wikipedia.org/wiki/G%C3%BCnther_von_Kluge,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_b,Nazi Germany,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Walter Model,https://en.wikipedia.org/wiki/Walter_Model,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_b,Nazi Germany,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Heinz Guderian,https://en.wikipedia.org/wiki/Heinz_Guderian,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_b,Nazi Germany,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Konstantin Rokossovsky,https://en.wikipedia.org/wiki/Konstantin_Rokossovsky,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Aleksandr Vasilevsky,https://en.wikipedia.org/wiki/Aleksandr_Vasilevsky,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Nikolai Vatutin,https://en.wikipedia.org/wiki/Nikolai_Vatutin,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Adolf Hitler,https://en.wikipedia.org/wiki/Adolf_Hitler,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_b,Nazi Germany Fascist Italy (1922-1943) Kingdom of Romania,unknown,defeat,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory
Friedrich Paulus,https://en.wikipedia.org/wiki/Friedrich_Paulus,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_b,Nazi Germany Fascist Italy (1922-1943) Kingdom of Romania,unknown,defeat,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory
Petre Dumitrescu,https://en.wikipedia.org/wiki/Petre_Dumitrescu,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_b,Nazi Germany Fascist Italy (1922-1943) Kingdom of Romania,unknown,defeat,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory
Italo Gariboldi,https://en.wikipedia.org/wiki/Italo_Gariboldi,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_b,Nazi Germany Fascist Italy (1922-1943) Kingdom of Romania,unknown,defeat,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory
Alexander Löhr,https://en.wikipedia.org/wiki/Alexander_L%C3%B6hr,battle_1165533,Case Black,Case Black,operation_article,side_a,Axis: Fascist Italy (1922–1943) Nazi Germany Independent State of Croatia Kingdom of BulgariaTomasevich 1975,unknown,indecisive,unknown,Inconclusive Axis failure despite heavy Partisan casualties,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Axis failure despite heavy Partisan casualties
Josip Broz Tito,https://en.wikipedia.org/wiki/Josip_Broz_Tito,battle_1165533,Case Black,Case Black,operation_article,side_b,Yugoslav Partisans,unknown,indecisive,unknown,Inconclusive Axis failure despite heavy Partisan casualties,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Axis failure despite heavy Partisan casualties
William Halsey Jr.,https://en.wikipedia.org/wiki/William_Halsey_Jr.,battle_28684928,Operation I-Go,Operation I-Go,operation_article,side_a,United States Australia Dominion of New Zealand,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
