analytic_commander_id,commander_name,battle_id,page_title,page_type,role_class,role_confidence,role_source,role_notes
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",battle_27148407,Battle of Valenciennes (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d5781b0fc838,Henri de La Ferté-Senneterre,battle_27148407,Battle of Valenciennes (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a6b0f64ee862,John Joseph of Austria,battle_27148407,Battle of Valenciennes (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e07beaf4ee37,"Louis, Grand Condé",battle_27148407,Battle of Valenciennes (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f875816a2f4c,"Frederick VI, Margrave of Baden-Durlach",battle_11803344,Battle of Warka,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3d3f64913588,Stefan Czarniecki,battle_11803344,Battle of Warka,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_de73e1aca036,Jerzy Sebastian Lubomirski,battle_11803344,Battle of Warka,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_62f5699b1d4e,Lorenzo Marcello,battle_990758,Battle of the Dardanelles (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_87ceb5215de9,Gregorio Carafa,battle_990758,Battle of the Dardanelles (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3d3f64913588,Stefan Czarniecki,battle_37934343,Battle of Łowicz,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_5830b936a6ab,Swedish Empire Hans Böddeker,battle_37934343,Battle of Łowicz,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b05c4ab92692,Sigmund von Erlach,battle_42284705,First War of Villmergen,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_c117087930c9,Marquis of Mondéjar,battle_37938423,Raid on Málaga (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_29b7b4dff0c6,Smith,battle_37938423,Raid on Málaga (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_db6e7a932cb1,Alexis of Russia,battle_4931853,Russo-Swedish War (1656–1658),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ee72da170da3,Ivan Andreyevich Khovansky,battle_4931853,Russo-Swedish War (1656–1658),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a581dbdcebbc,Gustaf Adolf Lewenhaupt,battle_4931853,Russo-Swedish War (1656–1658),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_95c3bc77872b,Magnus Gabriel De la Gardie,battle_4931853,Russo-Swedish War (1656–1658),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_2edb9a3c189c,Gustav Evertsson Horn,battle_4931853,Russo-Swedish War (1656–1658),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_c63044020719,Aleksey Trubetskoy,battle_56845132,Siege of Dorpat (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_6d77998e5580,Lars Fleming,battle_56845132,Siege of Dorpat (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d6606018d4ae,Johan Willichman,battle_27194292,Siege of Dyneburg,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_db6e7a932cb1,Alexis of Russia,battle_27194292,Siege of Dyneburg,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_54d5e80c9262,Pyotr Potemkin,battle_56844591,Siege of Nyenschantz (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e6e35a320933,Simon Grundel-Helmfelt,battle_20116390,Siege of Riga (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_68ce3ce1cad9,Heinrich von Thurn,battle_20116390,Siege of Riga (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_db6e7a932cb1,Alexis of Russia,battle_20116390,Siege of Riga (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_94975b6a0bd0,Vladimir v. Vizin,battle_20116390,Siege of Riga (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e0e298d00555,Ordyn-Nashokin,battle_20116390,Siege of Riga (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_516203352ed5,Arvid Wittenberg,battle_3607115,Siege of Warsaw (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1913cb809197,John II Casimir Vasa,battle_3607115,Siege of Warsaw (1656),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_ff0c3b5d57a2,"Robert Douglas, Count of Skenninge",battle_56842133,Siege of Zamość,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_79badca22b47,Jan Sobiepan Zamoyski,battle_56842133,Siege of Zamość,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3b3a1c74d81e,George II Rákóczi,battle_40751774,Battle of Czarny Ostrów,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_358cb55bfaa6,Anton Zhdanovych,battle_40751774,Battle of Czarny Ostrów,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3d3f64913588,Stefan Czarniecki,battle_40751774,Battle of Czarny Ostrów,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_de73e1aca036,Jerzy Sebastian Lubomirski,battle_40751774,Battle of Czarny Ostrów,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f056fa3573e9,Stanisław Rewera Potocki,battle_40751774,Battle of Czarny Ostrów,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_ee72da170da3,Ivan Andreyevich Khovansky,battle_56844938,Battle of Gdov,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_95c3bc77872b,Magnus Gabriel De la Gardie,battle_56844938,Battle of Gdov,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_04e0ee0b7d68,Per Brahe the Younger,battle_78332308,Battle of Genevadsbro,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_2f14cd3aec72,Henrik Horn,battle_78332308,Battle of Genevadsbro,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_2c43c53cd0ca,Axel Urup,battle_78332308,Battle of Genevadsbro,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_8581d727b20e,Ulrik Christian Gyldenløve,battle_78332308,Battle of Genevadsbro,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_8f8e9577a231,Harald Stake,battle_78331788,Battle of Hjärtum,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_c1bc71c424c8,Per Lennartson Ulfsax,battle_78331788,Battle of Hjärtum,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_896ddd24cd05,Silfverlood,battle_78331788,Battle of Hjärtum,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_41778686c6d3,Iver Krabbe,battle_78331788,Battle of Hjärtum,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e0ae4458543c,Gustaf Otto Stenbock,battle_78314053,Battle of Kattarp,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
