battle_id,battle_name,year,war_name,commander_name_raw,commander_name_normalized,commander_wikipedia_url,side,belligerent,battle_result_for_commander,role_in_battle,opposing_commander_names_raw,location_normalized,strength_side_raw,strength_enemy_raw,casualties_side_raw,casualties_enemy_raw,source_url,parse_notes,identity_confidence
battle_599527,Siege of Szigetvár,1566,the Ottoman–Habsburg wars Ottoman wars in Europe Habsburg–Ottoman war of 1565–1568,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,Ottoman Empire Eastern Hungarian Kingdom,unknown,,Nikola IV Zrinski,"Szigetvár, Kingdom of Hungary","50,000 – 100,000Elliott 2000 Clodfelter 300 cannons","2,300 – 3,000 Croats and HungariansWheatcroft 2009 600 able-bodied men by the end of the siegeTurnbull 2003","20,000–30,000 total casualtiesVarga 2019 Guldescu","Almost entire garrison wiped out. 2,300 – 3,000 killed in combatClodfelter 2017",https://en.wikipedia.org/wiki/Siege_of_Szigetv%C3%A1r,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_77978343,Battle of Talandongo,1583,Colonization of Angola,Ngola,List of Ngolas of Ndongo,https://en.wikipedia.org/wiki/List_of_Ngolas_of_Ndongo,side_b,Kingdom of Ndongo,unknown,,Paulo Dias de Novais | Baltasar Barreira,"Near Cambambe, Angola","1,200 soldiers",150 soldiers,Unknown,7 killed,https://en.wikipedia.org/wiki/Battle_of_Talandongo,validated_commander_source=linked_article;identity_resolution_method=linked_article,high
battle_22310467,Battle of San Juan (1595),1595,the Anglo-Spanish War (1585–1604),Pedro Suárez Coronel,List of governors of Puerto Rico,https://en.wikipedia.org/wiki/List_of_governors_of_Puerto_Rico,side_a,Spain Spain,unknown,,Francis Drake,Viejo San Juan,5 frigates 700 soldiers and 800 sailors 70 land-based guns,"25 ships 2,500 soldiers and sailors",1 frigate burnt 40 killed,8–10 ships sunk 400 killed,https://en.wikipedia.org/wiki/Battle_of_San_Juan_%281595%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_12369276,Polish–Ottoman War (1620–1621),1620,the Polish–Ottoman Wars,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Polish-Lithuanian Commonwealth Poland–Lithuania Flag of the Cossack Hetmanate.svg Registered Cossacks Flag of the Zaporizhian Sich.svg Zaporozhian Host Moldavia Moldavia (initially),unknown,,Osman II | Güzelce Ali Pasha | Ohrili Hüseyin Pasha | Abaza Mehmed Pasha | Canibek Giray | Khan Temir | Gabor Bethlen,Moldavia and Bukovina (modern Ukraine),"25,000 Polish-Lithuanian troops 20,000 Cossacks","120,000–160,000 Ottoman and Tatar troops 13,000 Moldavian and Wallachian troops","16,000–17,000 or 22,500–23,000Approximately 2,000–3,000 or up to 8,500–9,000 Polish casualties occurred at the Battle of Cecora (1620), alongside 14,000 casualties at the Battle of Khotyn (1621).","41,500–81,500Approximately 1,500 Ottoman casualties occurred at the Battle of Cecora (1620), alongside 40,000–80,000 casualties at the Battle of Khotyn (1621).",https://en.wikipedia.org/wiki/Polish%E2%80%93Ottoman_War_%281620%E2%80%931621%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_12259648,Battle of Khotyn (1621),1621,the Moldavian Magnate Wars and Polish–Ottoman War (1620–1621),#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Polish–Lithuanian Commonwealth Zaporozhian Cossacks,unknown,,Sultan | Osman II | Grand Vizier | Ohrili Hüseyin Pasha | Khan Temir | Canibek Giray,Near Khotyn (now Ukraine),"25,000 Polish-Lithuanian troops: 4,800 Lithuanian infantry; 3,500 Lithuanian cavalry. 20,000–25,000 Zaporozhian Cossacks","120,000–160,000 Ottoman and Tatar, 13,000 Moldavian and Wallachian troops 34,825 Kapikulu (regular army)': ~18,000 Janissary; ~1,800 Cebeci; ~1,300 artillery corps; ~13,000 Kapikulu cavalry.","14,000 killed","40,000–80,000 killed",https://en.wikipedia.org/wiki/Battle_of_Khotyn_%281621%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_182380,Battle of Lansdowne,1643,First English Civil War,+,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_a,Royalists,unknown,,William Waller,"Lansdowne Hill, near Bath, Somerset","2,000 horse 4,000 foot 300 dragoons 16 guns","2,500 horse 1,500 foot Unknown number of guns",200–300 killed 600–700 wounded,20 killed 60 wounded,https://en.wikipedia.org/wiki/Battle_of_Lansdowne,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_7034864,Siege of Limerick (1650–1651),1651,the Cromwellian conquest of Ireland,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,Flag of the Commonwealth (1649-1651).svg Parliamentarians,unknown,,Hugh O'Neill,"Limerick, Kingdom of Ireland","8,000 soldiers 28 siege guns 4 mortars","2,000","2,000 killed","700 soldiers killed | 5,000 civilians killed",https://en.wikipedia.org/wiki/Siege_of_Limerick_%281650%E2%80%931651%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_43955448,Sieges of Ceuta (1694–1727),1694,the Spanish–Moroccan conflicts,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,Morocco,unknown,,Joseph de Agulló,"Ceuta, North Africa",Unknown,"3,000 (1694) 20,000 (1720)",,,https://en.wikipedia.org/wiki/Sieges_of_Ceuta_%281694%E2%80%931727%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_48757,Great Northern War,1700,the Northern Wars,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,"Flag of the Swedish Empire.svg Swedish Empire Merchant Ensign of Holstein-Gottorp (Lions sinister).svg Holstein-Gottorp (1700; 1713–1720) Royal Banner of Stanisław Leszczyński.svg Polish–Lithuanian CommonwealthThe Commonwealth was initially not at war with Sweden. In 1701, however, Charles XII occupied the Duchy of Courland and Semigallia, a Commonwealth vassal state. In 1702, he invaded the Commonwealth, resulting in the creation of a confederacy against the Swedes. In 1704, the Swedish-led Warsaw Confederation was formed, which declared Stanisław Leszczyński king. A Polish civil war began as supporters of Augustus II responded with the Sandomierz Confederation that same year, declaring war on Sweden. When Leszczyński was crowned king in 1705, he allied Poland with Sweden by the treaty of Warsaw. Augustus II admitted defeat in 1706 by the treaty of Altranstädt, renouncing the Polish-Lithuanian Crown; anti-Leszczyński elements in the Commonwealth fought on until his return following the decisive Swedish defeat at Poltava in 1709.Markiewicz 2001Frost 2000 A formal Swedish-Polish peace treaty was not concluded until 1732, resulting in status quo ante bellum.Ullgren 2008 (1705–1709) Flag of the Cossack Hetmanate.svg Cossack HetmanateThe Cossack Hetmanate, often collectively referring to the Cossacks on the left (eastern) bank of the Dnieper and the largely autonomous Zaporozhian Cossacks, was a Russian protectorate under Hetman Ivan Mazepa.Shamenkov 2015 In October 1708, as the Swedish Army advanced into the Hetmanate, Mazepa defected to Charles XII with several thousand followers.Magocsi 2010 A civil war ensued when the Russians and their loyal Cossacks elected a new hetman, Ivan Skoropadsky, whose puppet rule saw reduced Cossack autonomy.Magocsi 2010 When Mazepa died in the Ottoman Empire after the defeat at Poltava, Pylyp Orlyk was chosen in 1710 as the new hetman in exile. He launched several campaigns against the Russians and their Cossack allies but was ultimately defeated and went into permanent exile in 1714.Magocsi 2010 (1708–1714) Flag of the Zaporizhian Sich.svg Zaporozhian Sich Ottoman Empire (1710–1713) Kingdom of Great Britain Great Britain (1719–1720) Kingdom of England (1700)",unknown,,Peter I | Menshikov | Sheremetev | # | Apraksin | Patkul | Repnin | Mazepa | Skoropadsky | Ayuka Khan | Frederick IV | Reventlow | Tordenskjold | Augustus II | Schulenburg | Flemming | Sieniawski | Ogiński | Frederick William I | Leopold I | George I,"Northern, Central and Eastern Europe","At peak: Flag of the Swedish Empire.svg 100,000Silfverstolpe 1864Glete 2010 43 ships of the lineGlete 2010 Merchant Ensign of Holstein-Gottorp (Lions sinister).svg 2,695Generalstaben 1900 Royal Banner of Stanisław Leszczyński.svg 36,500Dorrell 2009 Flag of the Cossack Hetmanate.svg 7,000Dorrell 2009–12,000Stone 2001","At peak: Flag of Oryol ship (variant).svg 200,000Pintner 1978Black 1991Dudink Hagemann 2020 37 ships of the lineGlete 2010 Flag of the Cossack Hetmanate.svg 30,000Гришинский Никольский Кладо–50,000Dorrell 2009 Kalmyk Khanate 15,000Гришинский Никольский Кладо Denmark–Norway 60,000Generalstaben 1920Generalstaben 1927 41 ships of the lineGlete 2010 Electorate of Saxony 29,900Querengässer 2015 Polish Royal Banner of The House of Wettin.svg 70,000Stone 1983 Prussia 56,575Summerfield 2015 Electorate of Hanover 20,000Martinsson 2015","200,000+ military deathsSweden suffered at least 200,000 deaths, of which 120,000 were allotted soldiers, and 80,000 mercenaries, artillerists and navy-personnel from Sweden proper as well as its overseas territories.Silfverstolpe 1864 Other estimates include at least 50,000 men dead from the overseas territories, and 200,000 from Sweden proper,Höglund Sallnäs 2000 including 40,000Keskisarja 2019 to 50,000 Finns; of these, 170,000 were from the army and 20,000 navy-personnel, while 15,000 were officers and NCOs.Ullgren 2008 Losses for Sweden's allies are unknown.","400,000+ military deathsThe Russian Army lost 300,000 military personnel in the war,Lieven 2006Krinko 2019 30,000 to 40,000 of which died as a result of combat (out of some 120,000 killed, wounded and shell-shocked).Урланис 1960Fuller 1992 Saxony lost up to 40,000 men prior to 1707,Höglund Sallnäs Bespalov while its losses after 1709 are unknown. Denmark–Norway lost up to 60,000 men from 1709 to 1719,Lindegren 1995 while its losses in 1700 are unknown. Losses for their remaining allies are unknown. | 1,000,000+ total deathsIt is probable that more than a million people died in the Great Northern War,Gasper 2012 with Sweden alone suffering 350,000 deaths on a population of 2,500,000, including overseas territories.Clodfelter 2017 The population of the Polish–Lithuanian Commonwealth was reduced to 6,500,000 by 1720, from 8,000,000 before the war.Markiewicz 2001 An estimated 400,000 soldiers and civilians on both sides died in the war from direct war-related violence.Mackenbach 2020",https://en.wikipedia.org/wiki/Great_Northern_War,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_48757,Great Northern War,1700,the Northern Wars,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,"Flag of Oryol ship (variant).svg Tsardom of Russia Flag of the Cossack Hetmanate.svg Cossack Hetmanate Denmark–Norway Denmark–Norway (1700; 1709–1720) Electorate of Saxony SaxonyWhile Saxony's active participation in the Great Northern War ended in 1717,Querengässer 2015 a formal Swedish-Saxon peace treaty was not concluded until 1729, resulting in status quo ante bellum.Ullgren 2008 (1700–1706; from 1709) Polish Royal Banner of The House of Wettin.svg Polish–Lithuanian Commonwealth (1701–1706; from 1709) Kingdom of Prussia Prussia (1715–1720) Electorate of Hanover Hanover (1715–1719) Kingdom of Great Britain Great Britain (1715–1719) Flag of Courland (state).svg Courland–Semigallia (1700–1701)",unknown,,Charles XII | Ulrika Eleonora | Frederick I | Rehnskiöld | Lewenhaupt | # | Stenbock | Schlippenbach | Armfeldt | Lybecker | Frederick IV | Charles Frederick | Potocki | Sapieha | Hordiienko,"Northern, Central and Eastern Europe","At peak: Flag of Oryol ship (variant).svg 200,000Pintner 1978Black 1991Dudink Hagemann 2020 37 ships of the lineGlete 2010 Flag of the Cossack Hetmanate.svg 30,000Гришинский Никольский Кладо–50,000Dorrell 2009 Kalmyk Khanate 15,000Гришинский Никольский Кладо Denmark–Norway 60,000Generalstaben 1920Generalstaben 1927 41 ships of the lineGlete 2010 Electorate of Saxony 29,900Querengässer 2015 Polish Royal Banner of The House of Wettin.svg 70,000Stone 1983 Prussia 56,575Summerfield 2015 Electorate of Hanover 20,000Martinsson 2015","At peak: Flag of the Swedish Empire.svg 100,000Silfverstolpe 1864Glete 2010 43 ships of the lineGlete 2010 Merchant Ensign of Holstein-Gottorp (Lions sinister).svg 2,695Generalstaben 1900 Royal Banner of Stanisław Leszczyński.svg 36,500Dorrell 2009 Flag of the Cossack Hetmanate.svg 7,000Dorrell 2009–12,000Stone 2001","400,000+ military deathsThe Russian Army lost 300,000 military personnel in the war,Lieven 2006Krinko 2019 30,000 to 40,000 of which died as a result of combat (out of some 120,000 killed, wounded and shell-shocked).Урланис 1960Fuller 1992 Saxony lost up to 40,000 men prior to 1707,Höglund Sallnäs Bespalov while its losses after 1709 are unknown. Denmark–Norway lost up to 60,000 men from 1709 to 1719,Lindegren 1995 while its losses in 1700 are unknown. Losses for their remaining allies are unknown.","200,000+ military deathsSweden suffered at least 200,000 deaths, of which 120,000 were allotted soldiers, and 80,000 mercenaries, artillerists and navy-personnel from Sweden proper as well as its overseas territories.Silfverstolpe 1864 Other estimates include at least 50,000 men dead from the overseas territories, and 200,000 from Sweden proper,Höglund Sallnäs 2000 including 40,000Keskisarja 2019 to 50,000 Finns; of these, 170,000 were from the army and 20,000 navy-personnel, while 15,000 were officers and NCOs.Ullgren 2008 Losses for Sweden's allies are unknown. | 1,000,000+ total deathsIt is probable that more than a million people died in the Great Northern War,Gasper 2012 with Sweden alone suffering 350,000 deaths on a population of 2,500,000, including overseas territories.Clodfelter 2017 The population of the Polish–Lithuanian Commonwealth was reduced to 6,500,000 by 1720, from 8,000,000 before the war.Markiewicz 2001 An estimated 400,000 soldiers and civilians on both sides died in the war from direct war-related violence.Mackenbach 2020",https://en.wikipedia.org/wiki/Great_Northern_War,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_11748279,Siege of Lille (1708),1708,the War of the Spanish Succession,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,United Provinces Kingdom of Great Britain Habsburg Monarchy,unknown,,Boufflers | Vendôme | Burgundy | Maximilian II,"Lille, France","35,000 besiegers, 120 heavy guns 80 heavy mortars 75,000 in vicinity","16,000 garrison, 159 guns 100,000 in vicinity","13,00016,000 killed and woundedVan Nimwegen 2020","7,000 killed and wounded 159 gunsBodart 1908Per the terms of capitulation, the remaining unwounded garrison, about 9,000 strong, would retreat unmolested to the major French fortress and military depot of Douai. Bodart 1908Oury 2020",https://en.wikipedia.org/wiki/Siege_of_Lille_%281708%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_15055916,Anglo-Spanish War (1727–1729),1727,the Anglo-Spanish wars,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Kingdom of Great Britain,unknown,,Philip V | Juan Guillermo Ripperdá,"Gibraltar, Porto Bello, Mediterranean Sea",,,,,https://en.wikipedia.org/wiki/Anglo-Spanish_War_%281727%E2%80%931729%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_402734,Russo-Turkish War (1768–1774),1768,the series of Russo-Turkish wars,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Russian Empire Flag of the Cossack Hetmanate.svg Collegium of Little Russia 1764–1786 (former Hetmanate) Flag of the Zaporizhian Sich.svg Zaporozhian Host 18px Kalmyk Khanate 25px Kingdom of Kartli-Kakheti Flag of the Princedom of Kabardia (Early 19th century).svg KabardiaTurkish-Crimean Invasion of Kabarda (1774) 20px Kingdom of Imereti Flag of the Mameluks.svg Sultanate of Egypt (1768–1772) Emirate of PalestineFlag of Greece (1821).svg Greek insurgents Maniots,unknown,,Mustafa III | Abdul Hamid I | Ivazzade Halil Pasha | Mandalzade Hüsameddin | Pasha | François Baron de Tott | Qaplan II Giray | # | Karol Radziwiłł | Casimir Pulaski | Michał Jan Pac | Count Benyovszky | Abu al-Dhahab,"Eastern Europe, Caucasus, Mediterranean",,,,,https://en.wikipedia.org/wiki/Russo-Turkish_War_%281768%E2%80%931774%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_402734,Russo-Turkish War (1768–1774),1768,the series of Russo-Turkish wars,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,23px Ottoman Empire Flag of the Crimean Khanate (15th century).svg Crimean Khanate Chehab family flag.svg Emirate of Mount Lebanon Flag of Mahmut Pasha Bushatli - 1796.svg Pashalik of Scutari Ottoman Egypt (1772–1774) Circassia CircassiaBanner of Poland-Lithuania.svg Bar Confederation,unknown,,Catherine II | Pyotr Rumyantsev | Vasily Dolgorukov-Krymsky | Alexey Orlov | Samuil Greig | Ivan Saltykov | Alexander Suvorov | Alexander Golitsyn | Weismann von Weißenstein | Mikhail Kamensky | Marko Voinovich | Fyodor Ushakov | Gottlieb Heinrich Totleben | # | Mikhail Kutuzov | Grigory Potemkin | Jan Hendrik van Kinsbergen | Petro Kalnyshevskyi | Ubashi Khan | Erekle II | Solomon I | Ali Bey al-Kabir | Abu al-Dhahab | Daher al-Umar | Panagiotis Benakis,"Eastern Europe, Caucasus, Mediterranean",,,,,https://en.wikipedia.org/wiki/Russo-Turkish_War_%281768%E2%80%931774%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_47767481,Burmese–Siamese War (1775–1776),1775,the Burmese–Siamese wars,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Konbaung dynasty (Burma),unknown,,Taksin | Chaophraya Chakri | Chaophraya Surasi,"Hua Mueang Nuea or Northern Siam, Central Siam and Lan Na","Main force: 35,000 Diversionary force: 15,000 Total: 50,000","About 20,000",Unknown,Unknown,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_%281775%E2%80%931776%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_15906976,Battle of Blackstock's Farm,1780,the American Revolutionary War,+,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_b,United States Patriot militia,unknown,,Banastre Tarleton,"Union County, near Cross Anchor, South Carolina","1,000 militia",270 regulars and militia,3 killed 4 wounded 50 captured,51–167 killed and wounded,https://en.wikipedia.org/wiki/Battle_of_Blackstock%27s_Farm,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_11344735,Battle of Lindley's Mill,1781,the American Revolutionary War,+,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_b,Kingdom of Great Britain,unknown,,John Butler | William Barrett,"Alamance County, North Carolina; east of present day Snow Camp, North Carolina",600,300,27 killed 90 woundedRankin 1971,24 killed 90 wounded 10 capturedRankin 1971,https://en.wikipedia.org/wiki/Battle_of_Lindley%27s_Mill,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_1462317,Russo-Turkish War (1787–1792),1787,the series of Russo-Turkish wars,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Russian Empire Russian Empire Albanian Battalion border|23px Black Sea Cossacks border|23px MontenegroHoly Roman Empire Habsburg monarchy Holy Roman Empire Serbian Free Corps border|23px Banatian Sich,unknown,,Abdülhamid I | Selim III | Yusuf Pasha | Hasan Pasha | # | Şumnu | Aydoslu Pasha | Cenaze Pasha | Süleyman Bey | Şahbaz Giray | Bakht Giray | Kara Mahmud Pasha,"Eastern Europe, Caucasus, Mediterranean","Russian Empire 100,000 border|23pxborder|23px 10,000+","Ottoman EmpireGerae-tamga.png 280,000This includes the Ottoman troops fighting in the Austro-Turkish War Flag_of_Mahmut_Pasha_Bushatli_-_1796.svg 25,000 25px Several 35,000s","Russian Empire 55,000–72,000 killed border|23pxborder|23px 3,000–4,000 killed","Ottoman Empire between 116,000–130,000 and 200,000 killed",https://en.wikipedia.org/wiki/Russo-Turkish_War_%281787%E2%80%931792%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
