rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_sustained_scale,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags,broad_page_contribution_share,battle_siege_page_contribution_share,strict_eligibility,exclude_from_headline_ranking,recommended_action,high_level_cap,high_level_cap_adjustment_factor,score_high_level_capped,rank_high_level_capped,rank_change_vs_hierarchical_trust_v2
71,76.51545454545455,strong,acmd_a33c5f70ac13,Živojin Mišić,https://en.wikipedia.org/wiki/%C5%BDivojin_Mi%C5%A1i%C4%87,world_wars,9,5,3,0,1,7,0.7777777777777778,0.4666666666666667,97.04779756326148,73.38331771321462,92.1587004061231,34.817244611059046,66.1668228678538,90.9559512652296,44.42361761949391,5,0.3548387096774194,mixed_profile,,0.229041,0.770959,eligible_field_commander,False,retain,0.4,1.0,76.51545454545455,62,-9
73,76.4208059981256,strong,acmd_38a594d34cab,"Édouard Mortier, Duke of Treviso",https://en.wikipedia.org/wiki/%C3%89douard_Mortier%2C_Duke_of_Treviso,revolutionary_napoleonic,22,18,0,0,4,18,0.8181818181818182,0.2604434361221495,69.54076850984067,97.75070290534208,68.44736019993752,63.68322399250235,96.5791940018744,80.13120899718838,53.608247422680414,15,0.0721649484536082,battle_dominant,,0.04671,0.95329,eligible_field_commander,False,retain,0.4,1.0,76.4208059981256,63,-10
74,76.33833177132148,strong,acmd_231817819511,Nader Shah,https://en.wikipedia.org/wiki/Nader_Shah,early_modern,20,17,0,0,3,16,0.8,0.2548085055382494,68.69728209934397,97.1883786316776,67.13527022805373,70.80599812558576,95.54826616682288,75.72633552014996,54.54545454545454,18,0.0581717451523545,battle_dominant,,0.018003,0.981997,eligible_field_commander,False,retain,0.4,1.0,76.33833177132148,64,-10
75,76.3045923149016,strong,acmd_ad691790bfae,Ferdinand Foch,https://en.wikipedia.org/wiki/Ferdinand_Foch,world_wars,19,18,1,0,0,15,0.7894736842105263,0.3932022958102422,89.22211808809747,90.81537019681348,66.2293033427054,29.194001874414244,96.11059044048734,71.69634489222118,51.73383317713215,4,0.0425531914893617,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,76.3045923149016,65,-10
76,75.9597000937207,strong,acmd_7fb0d9d2735e,Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,world_wars,21,16,5,0,0,17,0.8095238095238095,0.1187527933216539,51.26522961574508,96.71977507029054,85.11402686660419,75.72633552014996,96.86035613870663,95.64198687910029,57.825679475164016,20,0.2,battle_dominant,,0.262919,0.737081,eligible_field_commander,False,retain,0.4,1.0,75.9597000937207,66,-10
77,75.88940955951267,strong,acmd_8859ec6c1865,Babur,https://en.wikipedia.org/wiki/Babur,early_modern,11,11,0,0,0,7,0.6363636363636364,0.3570388485322349,86.03561387066541,83.88003748828491,64.58919087785067,93.90815370196812,84.20805998125586,18.181818181818183,21.321462043111527,35,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,75.88940955951267,67,-10
78,75.65979381443299,strong,acmd_a318dc1eb6ce,Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,revolutionary_napoleonic,42,38,0,0,4,32,0.7619047619047619,0.067195658332624,43.95501405810684,99.43767572633551,85.67635114026866,99.10965323336455,99.53139643861292,80.13120899718838,40.48734770384255,904,0.0355329949238578,battle_dominant,,0.014492,0.985508,eligible_field_commander,False,retain,0.4,1.0,75.65979381443299,68,-10
79,75.50609184629803,strong,acmd_6708954ecbb0,Jan Karol Chodkiewicz,https://en.wikipedia.org/wiki/Jan_Karol_Chodkiewicz,early_modern,12,12,0,0,0,10,0.8333333333333334,0.4125115095141405,92.970946579194,88.84723523898782,47.922524211184005,75.72633552014996,87.20712277413308,18.181818181818183,55.95126522961574,20,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,75.50609184629803,69,-10
80,75.39737582005624,strong,acmd_92915a68e51e,Jassa Singh Ahluwalia,https://en.wikipedia.org/wiki/Jassa_Singh_Ahluwalia,early_modern,11,10,0,0,1,8,0.7272727272727273,0.3121365589250728,78.35051546391753,82.00562324273665,64.90159325210871,93.90815370196812,82.14620431115276,47.46954076850984,38.7535145267104,35,0.0338164251207729,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,75.39737582005624,70,-10
81,75.2427366447985,strong,acmd_88665d708ff0,Bertrand du Guesclin,https://en.wikipedia.org/wiki/Bertrand_du_Guesclin,medieval,10,8,0,0,2,9,0.9,0.317685676721587,79.10028116213684,86.69165885660732,63.12089971883787,73.33645735707591,72.82099343955014,64.1518275538894,75.82005623242736,19,0.0804597701149425,battle_dominant,,0.018474,0.981526,eligible_field_commander,False,retain,0.4,1.0,75.2427366447985,71,-10
83,74.97000937207123,strong,acmd_94064b179f40,Suleiman the Magnificent,https://en.wikipedia.org/wiki/Suleiman_the_Magnificent,early_modern,16,16,0,0,0,16,1.0,0.2584090024849055,69.16588566073102,98.03186504217432,53.24898469228366,97.1883786316776,92.970946579194,18.181818181818183,88.89409559512652,45,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,74.97000937207123,72,-11
84,74.89784442361763,strong,acmd_b35177a2a7fb,Murad II,https://en.wikipedia.org/wiki/Murad_II,medieval,13,12,0,0,1,11,0.8461538461538461,0.2416472996361194,67.57263355201499,92.2680412371134,67.13527022805373,88.0506091846298,88.37863167760075,47.46954076850984,58.24742268041238,28,0.0283400809716599,battle_dominant,,0.032704,0.967296,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,74.89784442361763,73,-11
86,74.7572633552015,strong,acmd_47cd11aab7f1,Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,early_modern,20,16,0,0,4,12,0.6,0.2385329689611855,66.63542642924087,94.09559512652297,67.69759450171821,75.72633552014996,94.75164011246486,80.13120899718838,23.523898781630734,20,0.0804597701149425,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,74.7572633552015,74,-12
87,74.70384254920339,strong,acmd_64e8acafffef,Carl Gustaf Wrangel,https://en.wikipedia.org/wiki/Carl_Gustaf_Wrangel,early_modern,10,9,0,0,1,8,0.8,0.3544042440770055,83.03655107778819,86.41049671977507,64.90159325210871,70.80599812558576,77.4601686972821,47.46954076850984,45.12652296157451,18,0.0374331550802139,battle_dominant,,0.028302,0.971698,eligible_field_commander,False,retain,0.4,1.0,74.70384254920339,75,-12
88,74.53889409559511,strong,acmd_dc8ad03ef21e,Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,early_modern,15,10,0,0,5,11,0.7333333333333333,0.2153617263694068,63.16776007497656,90.44048734770384,67.13527022805373,82.75538894095595,86.22305529522023,84.77038425492034,58.05998125585754,24,0.1489361702127659,mixed_profile,,0.045935,0.954065,eligible_field_commander,False,retain,0.4,1.0,74.53889409559511,76,-12
89,74.41049671977505,strong,acmd_fc2e14f0b93d,Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,early_modern,28,22,0,0,6,15,0.5357142857142857,0.1543065349902947,55.67010309278351,96.34489222118088,68.44736019993752,93.90815370196812,98.40674789128396,87.25398313027179,14.71415182755389,35,0.0871369294605809,battle_dominant,,0.016956,0.983044,eligible_field_commander,False,retain,0.4,1.0,74.41049671977505,77,-12
90,74.39727272727274,strong,acmd_e2d4eedc368b,Yamagata Aritomo,https://en.wikipedia.org/wiki/Yamagata_Aritomo,long_nineteenth_century,9,6,0,0,3,6,0.6666666666666666,0.4363636363636363,95.12652296157452,71.50890346766636,63.12089971883787,85.56701030927834,61.668228678537965,75.72633552014996,26.14807872539831,26,0.1489361702127659,mixed_profile,,0.077601,0.922399,eligible_field_commander,False,retain,0.4,1.0,74.39727272727274,78,-12
91,74.18650421743205,strong,acmd_021fcaeb00e7,Ambrogio Spinola,https://en.wikipedia.org/wiki/Ambrogio_Spinola,early_modern,11,8,0,0,3,8,0.7272727272727273,0.2749326033821108,71.04029990627929,85.00468603561387,66.2293033427054,81.30271790065603,76.14807872539832,75.72633552014996,57.91940018744143,23,0.1160220994475137,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,74.18650421743205,79,-12
92,73.98031865042175,strong,acmd_0a61bdf63c60,Laurent de Gouvion Saint-Cyr,https://en.wikipedia.org/wiki/Laurent_de_Gouvion_Saint-Cyr,revolutionary_napoleonic,20,18,0,0,2,16,0.8,0.2009196742846534,61.48078725398312,96.90721649484536,68.44736019993752,73.33645735707591,95.8762886597938,64.1518275538894,57.63823805060918,19,0.0374331550802139,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,73.98031865042175,80,-12
93,73.69353327085287,strong,acmd_71b395590bf1,Zubayr ibn al-Awwam,https://en.wikipedia.org/wiki/Zubayr_ibn_al-Awwam,medieval,10,9,0,0,1,8,0.8,0.3005362462454148,77.22586691658857,81.44329896907216,60.09059668853484,92.54920337394564,77.4601686972821,47.46954076850984,45.12652296157451,32,0.0374331550802139,battle_dominant,,0.053892,0.946108,eligible_field_commander,False,retain,0.4,1.0,73.69353327085287,81,-12
50,78.41705716963448,strong,acmd_4553085c23c9,Fedor von Bock,https://en.wikipedia.org/wiki/Fedor_von_Bock,world_wars,18,13,5,0,0,13,0.7222222222222222,0.4204047595185458,93.43955014058108,95.22024367385193,69.00968447360201,22.492970946579195,94.00187441424556,95.64198687910029,27.928772258669166,3,0.2352941176470588,battle_dominant,,0.43661,0.56339,eligible_field_commander,False,add_high_level_page_caveat,0.4,0.9389833333333335,73.63230973133396,82,32
94,73.630740393627,strong,acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,early_modern,16,16,0,0,0,13,0.8125,0.324288551161952,79.85004686035614,93.72071227741333,47.922524211184005,84.20805998125586,92.970946579194,18.181818181818183,52.24929709465792,25,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,73.630740393627,83,-11
95,73.61818181818182,strong,acmd_2bff122dc563,Date Masamune,https://en.wikipedia.org/wiki/Date_Masamune,early_modern,7,6,0,0,1,6,0.8571428571428571,0.4550362433948774,96.71977507029054,69.44704779756327,63.12089971883787,89.31583880037488,51.452671040299904,47.46954076850984,59.27835051546392,29,0.0551181102362204,battle_dominant,,0.030708,0.969292,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,73.61818181818182,84,-11
96,73.61105904404874,strong,acmd_eb09136d57ea,Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,early_modern,12,10,0,0,2,8,0.6666666666666666,0.4923076923076923,98.40674789128396,76.47610121836927,42.752264917213374,61.34020618556701,83.27085285848173,64.1518275538894,28.069353327085285,14,0.0654205607476635,battle_dominant,,0.03336,0.96664,eligible_field_commander,False,retain,0.4,1.0,73.61105904404874,85,-11
97,73.56513589503281,strong,acmd_648481c38482,Honda Tadakatsu,https://en.wikipedia.org/wiki/Honda_Tadakatsu,early_modern,10,9,0,0,1,9,0.9,0.327103398246249,80.31865042174321,79.94376757263355,48.54732895970009,94.61105904404874,77.4601686972821,47.46954076850984,69.68134957825679,36,0.0374331550802139,battle_dominant,,0.043681,0.956319,eligible_field_commander,False,retain,0.4,1.0,73.56513589503281,86,-11
98,73.4461105904405,strong,acmd_c44af5203737,François Joseph Lefebvre,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Joseph_Lefebvre,revolutionary_napoleonic,13,11,0,0,2,11,0.8461538461538461,0.0958839390879296,47.891283973758206,90.62792877225868,82.89597000937208,99.10965323336455,85.9887535145267,64.1518275538894,63.63636363636363,231,0.0598290598290598,battle_dominant,,0.017036,0.982964,eligible_field_commander,False,retain,0.4,1.0,73.4461105904405,87,-11
99,73.43205248359888,strong,acmd_e07beaf4ee37,"Louis, Grand Condé",https://en.wikipedia.org/wiki/Louis%2C_Grand_Cond%C3%A9,early_modern,13,11,0,0,2,10,0.7692307692307693,0.1982910484201826,61.10590440487348,90.72164948453609,66.2293033427054,91.89315838800376,85.9887535145267,64.1518275538894,53.79568884723523,31,0.0598290598290598,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,73.43205248359888,88,-11
100,73.26897844423618,strong,acmd_6204155930c2,Skanderbeg,https://en.wikipedia.org/wiki/Skanderbeg,medieval,17,15,0,0,2,10,0.5882352941176471,0.2838809121090055,72.25866916588566,87.06654170571696,60.09059668853484,82.75538894095595,92.59606373008434,64.1518275538894,15.463917525773196,24,0.0445859872611464,battle_dominant,,0.044244,0.955756,eligible_field_commander,False,retain,0.4,1.0,73.26897844423618,89,-11
102,73.18650421743203,strong,acmd_34096ff014b8,Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,revolutionary_napoleonic,37,31,0,0,6,29,0.7837837837837838,0.153886476662942,55.5763823805061,99.34395501405812,68.44736019993752,66.44798500468603,99.2502343017807,87.25398313027179,51.64011246485474,16,0.0634441087613292,battle_dominant,,0.016433,0.983567,eligible_field_commander,False,retain,0.4,1.0,73.18650421743203,90,-12
103,73.14058106841613,strong,acmd_1154427f8715,Robert Clive,https://en.wikipedia.org/wiki/Robert_Clive,early_modern,9,8,0,0,1,7,0.7777777777777778,0.4466863270585355,96.43861293345827,78.0693533270853,60.09059668853484,48.21930646672914,71.36832239925025,47.46954076850984,41.00281162136832,9,0.0419161676646706,battle_dominant,,0.021407,0.978593,eligible_field_commander,False,retain,0.4,1.0,73.14058106841613,91,-12
104,73.12371134020619,strong,acmd_8efa327f7649,Konishi Yukinaga,https://en.wikipedia.org/wiki/Konishi_Yukinaga,early_modern,13,13,0,0,0,11,0.8461538461538461,0.3762447311990847,87.62886597938144,89.50328022492971,44.89222118088097,70.80599812558576,89.55014058106842,18.181818181818183,58.71602624179943,18,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,73.12371134020619,92,-12
106,72.5323336457357,strong,acmd_cad827cf336f,Matvei Platov,https://en.wikipedia.org/wiki/Matvei_Platov,revolutionary_napoleonic,10,10,0,0,0,9,0.9,0.4300273271204229,93.90815370196812,83.69259606373008,39.80006248047485,68.79100281162137,80.50609184629803,18.181818181818183,71.41518275538894,17,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,72.5323336457357,93,-13
108,72.34301780693532,strong,acmd_484d8d85e890,"Archduke Charles, Duke of Teschen",https://en.wikipedia.org/wiki/Archduke_Charles%2C_Duke_of_Teschen,revolutionary_napoleonic,27,25,0,0,2,21,0.7777777777777778,0.1442617260744338,53.88940955951266,98.40674789128396,68.44736019993752,79.70946579194002,98.73477038425492,64.1518275538894,44.42361761949391,22,0.0272373540856031,battle_dominant,,0.007267,0.992733,eligible_field_commander,False,retain,0.4,1.0,72.34301780693532,94,-14
109,72.0834114339269,strong,acmd_0018bd671dde,Abu Bakr,https://en.wikipedia.org/wiki/Abu_Bakr,medieval,9,8,0,0,1,8,0.8888888888888888,0.4015578295721412,92.3149015932521,78.53795688847235,54.99843798812871,48.21930646672914,71.36832239925025,47.46954076850984,68.369259606373,9,0.0419161676646706,battle_dominant,,0.051006,0.948994,eligible_field_commander,False,retain,0.4,1.0,72.0834114339269,95,-14
110,72.0543580131209,strong,acmd_c82dd758d242,Auguste de Marmont,https://en.wikipedia.org/wiki/Auguste_de_Marmont,revolutionary_napoleonic,22,19,0,0,3,20,0.9090909090909092,0.1188423746864408,51.35895032802249,98.12558575445172,68.04123711340206,70.80599812558576,97.00093720712276,75.72633552014996,74.22680412371135,18,0.0523690773067331,battle_dominant,,0.017942,0.982058,eligible_field_commander,False,retain,0.4,1.0,72.0543580131209,96,-14
111,72.05248359887537,strong,acmd_f05081b72260,Aleksey Yermolov,https://en.wikipedia.org/wiki/Aleksey_Yermolov,revolutionary_napoleonic,9,8,0,0,1,7,0.7777777777777778,0.2405012048002021,67.19775070290535,80.31865042174321,79.78756638550453,84.20805998125586,71.36832239925025,47.46954076850984,41.00281162136832,25,0.0419161676646706,battle_dominant,,0.030969,0.969031,eligible_field_commander,False,retain,0.4,1.0,72.05248359887537,97,-14
112,71.90627928772258,strong,acmd_08fc27fff373,Prince Eugene of Savoy,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,early_modern,26,22,0,0,4,19,0.7307692307692307,0.0677603360443477,44.329896907216494,97.65698219306466,67.69759450171821,97.61012183692596,98.12558575445172,80.13120899718838,40.58106841611996,47,0.0598290598290598,battle_dominant,,0.010568,0.989432,eligible_field_commander,False,retain,0.4,1.0,71.90627928772258,98,-14
113,71.79662605435803,strong,acmd_665bf609393d,Jean-Baptiste Bessières,https://en.wikipedia.org/wiki/Jean-Baptiste_Bessi%C3%A8res,revolutionary_napoleonic,17,13,0,0,4,15,0.8823529411764706,0.1837826904311353,59.32521087160263,95.68884723523898,67.13527022805373,55.95126522961574,91.89315838800376,80.13120899718838,69.82193064667291,12,0.0972222222222222,battle_dominant,,0.051831,0.948169,eligible_field_commander,False,retain,0.4,1.0,71.79662605435803,99,-14
114,71.59044048734772,strong,acmd_7be260f9e007,Maurice de Saxe,https://en.wikipedia.org/wiki/Maurice_de_Saxe,early_modern,10,9,0,0,1,9,0.9,0.5142857142857143,99.06279287722587,74.6954076850984,42.752264917213374,42.68978444236176,77.4601686972821,47.46954076850984,75.82005623242736,7,0.0374331550802139,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,71.59044048734772,100,-14
115,71.51358950328023,strong,acmd_4aa5d3050d5a,Stanisław Koniecpolski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Koniecpolski,early_modern,11,11,0,0,0,7,0.6363636363636364,0.3836493970315484,88.65979381443299,79.00656044985942,47.922524211184005,82.75538894095595,84.20805998125586,18.181818181818183,21.321462043111527,24,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,71.51358950328023,101,-14
116,71.35051546391753,strong,acmd_aad7c47220e1,Jebe,https://en.wikipedia.org/wiki/Jebe,medieval,8,6,0,0,2,8,1.0,0.3440184663412362,81.7244611059044,77.22586691658857,64.90159325210871,55.95126522961574,54.9671977507029,64.1518275538894,88.89409559512652,12,0.1044776119402985,battle_dominant,,0.062713,0.937287,eligible_field_commander,False,retain,0.4,1.0,71.35051546391753,102,-14
117,71.34301780693535,strong,acmd_7bd6363d7160,Cardinal-Infante Ferdinand of Austria,https://en.wikipedia.org/wiki/Cardinal-Infante_Ferdinand_of_Austria,early_modern,9,8,0,0,1,7,0.7777777777777778,0.4666666666666668,97.37582005623244,74.97656982193065,54.99843798812871,39.22211808809747,71.36832239925025,47.46954076850984,52.38987816307405,6,0.0419161676646706,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,71.34301780693535,103,-14
118,71.32052483598876,strong,acmd_b9d82739fa24,Nikolay Kamensky,https://en.wikipedia.org/wiki/Nikolay_Kamensky,revolutionary_napoleonic,11,10,0,0,1,9,0.8181818181818182,0.3531174856954843,82.84910965323337,80.50609184629803,60.09059668853484,52.95220243673852,82.14620431115276,47.46954076850984,52.108716026241794,11,0.0338164251207729,battle_dominant,,0.020803,0.979197,eligible_field_commander,False,retain,0.4,1.0,71.32052483598876,104,-14
